ID,alpha,epsilon,xmax
day8_1,1.359733436,0.004309545,54898.5433
day8_2,1.33773335,0.004591221,54789.18365
day8_3,0.956042548,0.002823466,53066.76919
day8_4,1.147635525,0.005115373,55964.79986
day8_5,1.172198727,0.003224369,53258.14858
day8_6,1.185868683,0.004013,53121.44902
